Día,"Nombre de la campaña",Edad,Sexo,Alcance,Impresiones,"Importe gastado (EUR)","Clics (todos)","CPC (todos)","CTR (todos)","Inicio del informe","Fin del informe"
2020-10-27,EU_Foreign_Conversions_AddtoCart_Catalogue_002,25-34,unknown,6,6,0.03,0,,0,2020-10-27,2020-10-27
2020-10-27,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,28,29,0.04,0,,0,2020-10-27,2020-10-27
2020-10-27,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,11,11,0.03,0,,0,2020-10-27,2020-10-27
2020-10-27,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,328,376,0.83,2,0.415,0.53191489,2020-10-27,2020-10-27
2020-10-27,EU_Conversions_Purchase_Mix_001,25-34,male,3400,3603,3.28,58,0.05655172,1.60976964,2020-10-27,2020-10-27
2020-10-27,EU_Foreign_Conversions_AddtoCart_Catalogue_002,25-34,male,447,523,1.92,6,0.32,1.14722753,2020-10-27,2020-10-27
2020-10-27,EU_Conversions_Purchase_Mix_001,25-34,unknown,8,18,0.02,0,,0,2020-10-27,2020-10-27
2020-10-27,EU_Conversions_Purchase_Mix_001,25-34,female,64,94,0.11,1,0.11,1.06382979,2020-10-27,2020-10-27
2020-10-27,EU_Foreign_Conversions_AddtoCart_Catalogue_002,18-24,male,1236,1518,3.89,15,0.25933333,0.98814229,2020-10-27,2020-10-27
2020-10-27,EU_Foreign_Conversions_AddtoCart_Catalogue_002,18-24,female,512,598,2.65,8,0.33125,1.33779264,2020-10-27,2020-10-27
2020-10-27,EU_Conversions_Purchase_Mix_001,18-24,female,360,403,0.4,1,0.4,0.24813896,2020-10-27,2020-10-27
2020-10-27,EU_Foreign_Conversions_AddtoCart_Catalogue_002,25-34,female,137,158,0.92,1,0.92,0.63291139,2020-10-27,2020-10-27
2020-10-26,EU_Conversions_ViewContent,25-34,unknown,16,26,0.03996015936255,0,,0,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ViewContent,18-24,unknown,33,33,0.029970119521912,0,,0,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_AddtoCart_Catalogue_002,25-34,unknown,2,2,0.02,0,,0,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,1444,1471,2.76,19,0.14526316,1.29163834,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,4326,4433,6.9,38,0.18157895,0.85720731,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_ViewContent_Tobias_001,18-24,male,2609,2805,3.49,24,0.14541667,0.85561497,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ViewContent,25-34,female,748,808,0.69930278884462,5,0.13986056,0.61881188,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_ViewContent_Tobias_001,18-24,female,1454,1551,1.79,7,0.25571429,0.45132173,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ViewContent,25-34,male,2680,2812,1.9980079681275,23,0.08686991,0.81792319,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_ViewContent_Tobias_001,25-34,male,691,735,1.05,8,0.13125,1.08843537,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_ViewContent_Tobias_001,25-34,female,185,212,0.31,0,,0,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_ViewContent_Tobias_001,18-24,unknown,9,9,0,0,,0,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_ViewContent_Tobias_001,25-34,unknown,8,8,0,0,,0,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_AddtoCart_Catalogue_002,25-34,female,24,24,0.12,1,0.12,4.16666667,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,2852,2996,4.48,15,0.29866667,0.50066756,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,514,565,1.03,5,0.206,0.88495575,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,20,27,0,0,,0,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_Purchase_Mix_001,18-24,unknown,24,24,0.01,0,,0,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_Purchase_Mix_001,25-34,unknown,32,37,0.01,0,,0,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_Purchase_Mix_001,25-34,female,180,196,0.18,3,0.06,1.53061224,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_Purchase_Mix_001,18-24,female,715,715,0.6,3,0.2,0.41958042,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_Purchase_Mix_001,25-34,male,4544,5037,3.56,49,0.07265306,0.97280127,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_Purchase_Mix_001,18-24,male,9557,10105,5.83,70,0.08328571,0.69272637,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ViewContent,18-24,male,6728,7164,4.5954183266932,32,0.14360682,0.44667783,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ViewContent,18-24,female,3376,3647,2.6673406374502,23,0.11597133,0.63065533,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_AddtoCart_Catalogue_002,18-24,male,83,84,0.29,1,0.29,1.19047619,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_AddtoCart_Catalogue_002,25-34,male,53,53,0.16,1,0.16,1.88679245,2020-10-26,2020-10-26
2020-10-26,EU_Foreign_Conversions_AddtoCart_Catalogue_002,18-24,female,38,39,0.17,1,0.17,2.56410256,2020-10-26,2020-10-26
2020-10-26,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,12,13,0.03,1,0.03,7.69230769,2020-10-26,2020-10-26
2020-10-25,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,21,21,0.03,1,0.03,4.76190476,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,43,43,0.14,0,,0,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,684,933,1.42,11,0.12909091,1.1789925,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_Purchase_Mix_001,25-34,male,5476,5969,3.58,43,0.08325581,0.72038867,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,4244,4625,5.14,24,0.21416667,0.51891892,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_Purchase_Mix_001,18-24,female,844,900,0.61,5,0.122,0.55555556,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_Purchase_Mix_001,25-34,female,204,237,0.17,0,,0,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_Purchase_Mix_001,25-34,unknown,24,34,0.01,0,,0,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_Purchase_Mix_001,18-24,unknown,28,32,0.01,0,,0,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_Purchase_Mix_001,18-24,male,12748,13523,6.16,71,0.08676056,0.52503143,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,1692,1777,2.83,14,0.20214286,0.78784468,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,5104,5199,5.97,32,0.1865625,0.61550298,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ViewContent,25-34,unknown,20,30,0,0,,0,2020-10-25,2020-10-25
2020-10-25,EU_Foreign_Conversions_ViewContent_Tobias_001,25-34,female,171,184,0.21,3,0.07,1.63043478,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ViewContent,25-34,male,3276,3695,2.26,14,0.16142857,0.37889039,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ViewContent,25-34,female,1020,1068,0.71,4,0.1775,0.37453184,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ViewContent,18-24,unknown,32,54,0.04,0,,0,2020-10-25,2020-10-25
2020-10-25,EU_Foreign_Conversions_ViewContent_Tobias_001,25-34,unknown,7,7,0,0,,0,2020-10-25,2020-10-25
2020-10-25,EU_Foreign_Conversions_ViewContent_Tobias_001,18-24,unknown,9,9,0.01,0,,0,2020-10-25,2020-10-25
2020-10-25,EU_Foreign_Conversions_ViewContent_Tobias_001,25-34,male,735,821,0.98,11,0.08909091,1.33982948,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ViewContent,18-24,male,8656,9262,5.09,23,0.22130435,0.2483265,2020-10-25,2020-10-25
2020-10-25,EU_Foreign_Conversions_ViewContent_Tobias_001,18-24,female,1065,1149,0.97,11,0.08818182,0.95735422,2020-10-25,2020-10-25
2020-10-25,EU_Foreign_Conversions_ViewContent_Tobias_001,18-24,male,2678,2895,2.89,20,0.1445,0.69084629,2020-10-25,2020-10-25
2020-10-25,EU_Conversions_ViewContent,18-24,female,3568,3974,2.22,14,0.15857143,0.35228988,2020-10-25,2020-10-25
2020-10-24,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,20,28,0.04,0,,0,2020-10-24,2020-10-24
2020-10-24,EU_Foreign_Conversions_ViewContent_Tobias_001,25-34,male,890,946,1.3,15,0.08666667,1.58562368,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,32,34,0.02,0,,0,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,772,915,1.48,4,0.37,0.43715847,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,1594,1770,2.54,17,0.14941176,0.96045198,2020-10-24,2020-10-24
2020-10-24,EU_Foreign_Conversions_ViewContent_Tobias_001,18-24,female,1038,1102,1.15,10,0.115,0.90744102,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,4078,4397,5.85,29,0.20172414,0.6595406,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_Purchase_Mix_001,18-24,male,9928,10658,6.4,75,0.08533333,0.70369675,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_Purchase_Mix_001,25-34,male,4804,5606,4.17,50,0.0834,0.89190153,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_Purchase_Mix_001,18-24,female,616,666,0.51,3,0.17,0.45045045,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_Purchase_Mix_001,25-34,female,212,279,0.25,1,0.25,0.35842294,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,3492,3818,4.49,18,0.24944444,0.47145102,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ViewContent,18-24,male,5302,5864,4.12,28,0.14714286,0.47748977,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ViewContent,25-34,unknown,14,19,0.1,0,,0,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ViewContent,25-34,female,668,755,0.74,6,0.12333333,0.79470199,2020-10-24,2020-10-24
2020-10-24,EU_Foreign_Conversions_ViewContent_Tobias_001,25-34,female,234,277,0.3,3,0.1,1.08303249,2020-10-24,2020-10-24
2020-10-24,EU_Foreign_Conversions_ViewContent_Tobias_001,18-24,unknown,17,17,0.01,0,,0,2020-10-24,2020-10-24
2020-10-24,EU_Foreign_Conversions_ViewContent_Tobias_001,18-24,male,2557,2686,2.98,28,0.10642857,1.04244229,2020-10-24,2020-10-24
2020-10-24,EU_Foreign_Conversions_ViewContent_Tobias_001,25-34,unknown,10,10,0,0,,0,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ViewContent,18-24,unknown,24,33,0.02,0,,0,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_Purchase_Mix_001,25-34,unknown,20,48,0.02,1,0.02,2.08333333,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ViewContent,25-34,male,2048,2348,2.22,16,0.13875,0.68143101,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_ViewContent,18-24,female,2500,2834,2.44,14,0.17428571,0.49400141,2020-10-24,2020-10-24
2020-10-24,EU_Conversions_Purchase_Mix_001,18-24,unknown,28,33,0.03,0,,0,2020-10-24,2020-10-24
2020-10-23,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,720,766,1.82,6,0.30333333,0.78328982,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_Purchase_Mix_001,18-24,male,6960,7147,6.5,43,0.15116279,0.60165104,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_Purchase_Mix_001,25-34,male,3328,3757,3.99,29,0.13758621,0.77189247,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_Purchase_Mix_001,18-24,female,470,470,0.6,3,0.2,0.63829787,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_Purchase_Mix_001,25-34,female,112,138,0.29,1,0.29,0.72463768,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_Purchase_Mix_001,18-24,unknown,18,18,0.01,0,,0,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,2109,2196,3.94,13,0.30307692,0.59198543,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,8,9,0.02,0,,0,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,21,21,0.03,0,,0,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,288,306,0.71,2,0.355,0.65359477,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,1315,1371,2.27,6,0.37833333,0.43763676,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_Purchase_Mix_001,25-34,unknown,16,21,0.04,1,0.04,4.76190476,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ViewContent,25-34,unknown,12,22,0.01,0,,0,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ViewContent,18-24,male,3964,4451,3.86,21,0.18380952,0.47180409,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ViewContent,25-34,male,1276,1461,1.34,5,0.268,0.34223135,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ViewContent,25-34,female,1044,1200,1.44,15,0.096,1.25,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ViewContent,18-24,female,5188,5701,5.45,28,0.19464286,0.4911419,2020-10-23,2020-10-23
2020-10-23,EU_Conversions_ViewContent,18-24,unknown,39,39,0.02,0,,0,2020-10-23,2020-10-23
2020-10-22,EU_Conversions_ViewContent,18-24,female,7886,7975,5.856077643909,30,0.19520259,0.37617555,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_Purchase_Mix_001,18-24,unknown,32,45,0.03,1,0.03,2.22222222,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_Purchase_Mix_001,25-34,unknown,31,31,0,0,,0,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,3336,3336,5.5260612535613,17,0.32506243,0.50959233,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_Purchase_Mix_001,25-34,male,3160,3180,2.15,26,0.08269231,0.81761006,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,2909,2994,4.7166381766382,12,0.39305318,0.4008016,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,1206,1206,2.7480413105413,8,0.34350516,0.66334992,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,583,583,0.99928774928775,6,0.16654796,1.02915952,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,20,23,0.0099928774928775,0,,0,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,17,17,0.029978632478632,0,,0,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_Purchase_Mix_001,25-34,female,184,189,0.17,1,0.17,0.52910053,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_Purchase_Mix_001,18-24,female,728,746,0.39,2,0.195,0.26809651,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_Purchase_Mix_001,18-24,male,7608,7804,4.47,45,0.09933333,0.57662737,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ViewContent,25-34,unknown,20,28,0.0099933065595716,0,,0,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ViewContent,18-24,male,7846,7942,5.576265060241,36,0.15489625,0.45328633,2020-10-22,2020-10-22
2020-10-22,EU_Foreign_Conversions_Kandinsky_001,25-34,male,287,291,0.79,2,0.395,0.68728522,2020-10-22,2020-10-22
2020-10-22,EU_Foreign_Conversions_Kandinsky_001,18-24,female,170,170,0.52,1,0.52,0.58823529,2020-10-22,2020-10-22
2020-10-22,EU_Foreign_Conversions_Kandinsky_001,25-34,female,29,29,0.05,0,,0,2020-10-22,2020-10-22
2020-10-22,EU_Foreign_Conversions_Kandinsky_001,25-34,unknown,4,4,0.01,0,,0,2020-10-22,2020-10-22
2020-10-22,EU_Foreign_Conversions_Kandinsky_001,18-24,unknown,3,3,0,0,,0,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ViewContent,25-34,male,2839,3043,2.1385676037483,5,0.42771352,0.16431153,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ViewContent,25-34,female,1512,1697,1.3191164658635,9,0.1465685,0.53034767,2020-10-22,2020-10-22
2020-10-22,EU_Foreign_Conversions_Kandinsky_001,18-24,male,1118,1127,2.51,6,0.41833333,0.53238687,2020-10-22,2020-10-22
2020-10-22,EU_Conversions_ViewContent,18-24,unknown,32,50,0.029979919678715,0,,0,2020-10-22,2020-10-22
2020-10-21,EU_Conversions_ViewContent,18-24,female,7284,7449,4.79,37,0.12945946,0.49671097,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ViewContent,18-24,unknown,55,55,0.02,1,0.02,1.81818182,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_Purchase_Mix_001,18-24,female,720,750,0.58,7,0.08285714,0.93333333,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ViewContent,25-34,male,2804,2842,2.62,9,0.29111111,0.3166784,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ViewContent,25-34,female,1421,1421,0.96,9,0.10666667,0.63335679,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_Purchase_Mix_001,25-34,female,249,249,0.24,0,,0,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_Purchase_Mix_001,18-24,unknown,36,44,0.03,0,,0,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_Purchase_Mix_001,25-34,unknown,32,39,0.02,0,,0,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ViewContent,25-34,unknown,27,27,0.04,0,,0,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ViewContent,18-24,male,8730,8730,6.6,34,0.19411765,0.38946163,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,25,25,0.08,0,,0,2020-10-21,2020-10-21
2020-10-21,EU_Foreign_Conversions_Kandinsky_001,25-34,male,397,404,0.99,7,0.14142857,1.73267327,2020-10-21,2020-10-21
2020-10-21,EU_Foreign_Conversions_Kandinsky_001,18-24,female,236,238,0.67,3,0.22333333,1.2605042,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,2828,2864,7.84,19,0.41263158,0.66340782,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,2539,2539,6.67,22,0.30318182,0.86648287,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,1080,1095,3.98,12,0.33166667,1.09589041,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,495,495,1.33,4,0.3325,0.80808081,2020-10-21,2020-10-21
2020-10-21,EU_Foreign_Conversions_Kandinsky_001,25-34,unknown,4,4,0,0,,0,2020-10-21,2020-10-21
2020-10-21,EU_Foreign_Conversions_Kandinsky_001,18-24,unknown,11,11,0.03,0,,0,2020-10-21,2020-10-21
2020-10-21,EU_Foreign_Conversions_Kandinsky_001,25-34,female,37,37,0.11,0,,0,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_Purchase_Mix_001,25-34,male,3772,3793,3.28,42,0.07809524,1.10730293,2020-10-21,2020-10-21
2020-10-21,EU_Foreign_Conversions_Kandinsky_001,18-24,male,1450,1475,3.14,10,0.314,0.6779661,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_Purchase_Mix_001,18-24,male,8556,8609,5.86,52,0.11269231,0.60401905,2020-10-21,2020-10-21
2020-10-21,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,11,11,0.04,0,,0,2020-10-21,2020-10-21
2020-10-20,EU_Conversions_Purchase_Mix_001,25-34,unknown,31,31,0.01,0,,0,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_Purchase_Mix_001,18-24,male,9053,9271,5.92,64,0.0925,0.69032467,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_Purchase_Mix_001,25-34,male,3988,4153,3.21,34,0.09441176,0.81868529,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_Purchase_Mix_001,18-24,female,752,752,0.66,4,0.165,0.53191489,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_Purchase_Mix_001,25-34,female,240,256,0.18,2,0.09,0.78125,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_Purchase_Mix_001,18-24,unknown,33,33,0.01,0,,0,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ViewContent,18-24,unknown,52,52,0.01,0,,0,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ViewContent,25-34,unknown,16,19,0.02,0,,0,2020-10-20,2020-10-20
2020-10-20,EU_Foreign_Conversions_Kandinsky_001,18-24,unknown,10,11,0.02,0,,0,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,8,14,0.02,0,,0,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,1748,1774,3.3,20,0.165,1.12739572,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,4457,4457,6.58,27,0.2437037,0.60578865,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,5342,5342,8.37,43,0.19465116,0.80494197,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ViewContent,25-34,female,1132,1181,0.91,8,0.11375,0.67739204,2020-10-20,2020-10-20
2020-10-20,EU_Foreign_Conversions_Kandinsky_001,25-34,unknown,3,3,0,0,,0,2020-10-20,2020-10-20
2020-10-20,EU_Foreign_Conversions_Kandinsky_001,25-34,female,30,30,0.1,0,,0,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,779,779,1.25,6,0.20833333,0.77021823,2020-10-20,2020-10-20
2020-10-20,EU_Foreign_Conversions_Kandinsky_001,18-24,female,190,190,0.54,1,0.54,0.52631579,2020-10-20,2020-10-20
2020-10-20,EU_Foreign_Conversions_Kandinsky_001,25-34,male,386,395,1.07,5,0.214,1.26582278,2020-10-20,2020-10-20
2020-10-20,EU_Foreign_Conversions_Kandinsky_001,18-24,male,1418,1448,3.11,18,0.17277778,1.24309392,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ViewContent,18-24,male,7536,7640,6.35,41,0.15487805,0.53664921,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ViewContent,18-24,female,6352,6517,5.39,50,0.1078,0.76722418,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ViewContent,25-34,male,2476,2476,2.16,15,0.144,0.60581583,2020-10-20,2020-10-20
2020-10-20,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,27,27,0.06,0,,0,2020-10-20,2020-10-20
2020-10-19,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,8735,8735,8.67,93,0.09322581,1.06468231,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ProductView_MonaLisa_Mix,25-34,female,1404,1414,1.65,20,0.0825,1.41442716,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ProductView_MonaLisa_Mix,25-34,male,2226,2226,2.69,28,0.09607143,1.25786164,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ProductView_MonaLisa_Mix,18-24,male,7692,7693,6.92,65,0.10646154,0.84492396,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ViewContent,25-34,unknown,20,24,0,0,,0,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_Purchase_Mix_001,18-24,unknown,12,22,0.01,0,,0,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ProductView_MonaLisa_Mix,25-34,unknown,8,20,0.01,0,,0,2020-10-19,2020-10-19
2020-10-19,EU_Foreign_Conversions_Kandinsky_001,25-34,female,32,33,0.1,1,0.1,3.03030303,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_Purchase_Mix_001,18-24,female,834,834,0.45,3,0.15,0.35971223,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_Purchase_Mix_001,25-34,female,204,249,0.17,4,0.0425,1.6064257,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ViewContent,18-24,unknown,46,46,0.02,0,,0,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_Purchase_Mix_001,18-24,male,9740,10053,6.35,84,0.07559524,0.83557147,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_Purchase_Mix_001,25-34,unknown,12,21,0.01,0,,0,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ProductView_MonaLisa_Mix,18-24,unknown,20,33,0.01,0,,0,2020-10-19,2020-10-19
2020-10-19,EU_Foreign_Conversions_Kandinsky_001,18-24,male,1780,1823,3.42,23,0.14869565,1.26165661,2020-10-19,2020-10-19
2020-10-19,EU_Foreign_Conversions_Kandinsky_001,25-34,male,422,427,0.82,5,0.164,1.17096019,2020-10-19,2020-10-19
2020-10-19,EU_Foreign_Conversions_Kandinsky_001,18-24,female,254,255,0.63,6,0.105,2.35294118,2020-10-19,2020-10-19
2020-10-19,EU_Foreign_Conversions_Kandinsky_001,18-24,unknown,9,9,0.02,0,,0,2020-10-19,2020-10-19
2020-10-19,EU_Foreign_Conversions_Kandinsky_001,25-34,unknown,4,4,0.01,0,,0,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ViewContent,18-24,female,10588,10901,9.14,98,0.09326531,0.89900009,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ViewContent,18-24,male,5848,6003,2.74,38,0.07210526,0.63301682,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ViewContent,25-34,female,2437,2437,1.91,20,0.0955,0.82068117,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_ViewContent,25-34,male,2301,2301,1.08,13,0.08307692,0.56497175,2020-10-19,2020-10-19
2020-10-19,EU_Conversions_Purchase_Mix_001,25-34,male,4316,4486,2.99,41,0.07292683,0.91395453,2020-10-19,2020-10-19
2020-10-18,EU_Conversions_ProductView_MonaLisa_Mix,18-24,female,10889,10889,9.29,83,0.11192771,0.76223712,2020-10-18,2020-10-18
2020-10-18,EU_Conversions_ViewContent,18-24,female,12738,12738,8.96,128,0.07,1.00486733,2020-10-18,2020-10-18
