Día,"Nombre de la campaña",Edad,Sexo,Alcance,Impresiones,"Importe gastado (EUR)","Clics (todos)","CPC (todos)","CTR (todos)","Inicio del informe","Fin del informe"
2020-04-13,EU_Conversions_ProductView,25-34,male,3216,3229,0.82,51,0.01607843,1.57943636,2020-04-13,2020-04-13
2020-04-13,Reach_Europe_001,25-34,male,340,340,0.01,0,,0,2020-04-13,2020-04-13
2020-04-13,Reach_Europe_001,18-24,female,363,363,0.05,0,,0,2020-04-13,2020-04-13
2020-04-13,EU_Conversions_ProductView,18-24,male,7168,7246,1.79,77,0.02324675,1.06265526,2020-04-13,2020-04-13
2020-04-12,EU_Conversions_ProductView,35-44,female,4,6,0,0,,0,2020-04-12,2020-04-12
2020-04-12,EU_Conversions_ProductView,18-24,female,1454,1454,0.31,28,0.01107143,1.92572215,2020-04-12,2020-04-12
2020-04-12,EU_Conversions_ProductView,35-44,male,36,38,0,0,,0,2020-04-12,2020-04-12
2020-04-12,EU_Conversions_ProductView,25-34,unknown,12,12,0,0,,0,2020-04-12,2020-04-12
2020-04-12,EU_Conversions_ProductView,18-24,unknown,10,10,0,0,,0,2020-04-12,2020-04-12
2020-04-12,EU_Conversions_ProductView,35-44,unknown,0,3,0,0,,0,2020-04-12,2020-04-12
2020-04-12,Reach_Europe_001,25-34,male,3074,3074,0.07,5,0.014,0.16265452,2020-04-12,2020-04-12
2020-04-12,Reach_Europe_001,18-24,male,6816,6816,0.35,12,0.02916667,0.17605634,2020-04-12,2020-04-12
2020-04-12,Reach_Europe_001,18-24,female,4483,4483,0.24,3,0.08,0.06691947,2020-04-12,2020-04-12
2020-04-12,EU_Conversions_ProductView,18-24,male,6175,6175,1.69,95,0.01778947,1.53846154,2020-04-12,2020-04-12
2020-04-12,Reach_Europe_001,25-34,female,1084,1107,0.03,1,0.03,0.09033424,2020-04-12,2020-04-12
2020-04-12,Reach_Europe_001,18-24,unknown,13,13,0,0,,0,2020-04-12,2020-04-12
2020-04-12,Reach_Europe_001,25-34,unknown,11,11,0,0,,0,2020-04-12,2020-04-12
2020-04-12,EU_Conversions_ProductView,25-34,male,3144,3144,0.83,49,0.01693878,1.55852417,2020-04-12,2020-04-12
2020-04-12,EU_Conversions_ProductView,25-34,female,452,458,0.17,6,0.02833333,1.31004367,2020-04-12,2020-04-12
2020-04-12,EU_Foreign_Conversions_ProductView,18-24,female,2304,2310,0.84,52,0.01615385,2.25108225,2020-04-12,2020-04-12
2020-04-12,EU_Foreign_Conversions_ProductView,18-24,male,4661,4661,1.54,101,0.01524752,2.16691697,2020-04-12,2020-04-12
2020-04-12,EU_Foreign_Conversions_ProductView,25-34,male,1356,1356,0.49,31,0.01580645,2.28613569,2020-04-12,2020-04-12
2020-04-12,EU_Foreign_Conversions_ProductView,25-34,female,280,282,0.11,9,0.01222222,3.19148936,2020-04-12,2020-04-12
2020-04-12,EU_Foreign_Conversions_ProductView,18-24,unknown,12,12,0,0,,0,2020-04-12,2020-04-12
2020-04-12,EU_Foreign_Conversions_ProductView,25-34,unknown,4,8,0,0,,0,2020-04-12,2020-04-12
2020-04-11,EU_Foreign_Conversions_ProductView,18-24,unknown,12,12,0,0,,0,2020-04-11,2020-04-11
2020-04-11,EU_Foreign_Conversions_ProductView,25-34,female,206,209,0.07,2,0.035,0.9569378,2020-04-11,2020-04-11
2020-04-11,EU_Foreign_Conversions_ProductView,25-34,male,1506,1507,0.67,17,0.03941176,1.12806901,2020-04-11,2020-04-11
2020-04-11,EU_Foreign_Conversions_ProductView,18-24,male,5080,5080,1.96,86,0.0227907,1.69291339,2020-04-11,2020-04-11
2020-04-11,EU_Foreign_Conversions_ProductView,18-24,female,1851,1851,0.73,38,0.01921053,2.05294435,2020-04-11,2020-04-11
2020-04-11,Reach_Europe_001,25-34,unknown,4,6,0,0,,0,2020-04-11,2020-04-11
2020-04-11,Reach_Europe_001,18-24,unknown,0,9,0,0,,0,2020-04-11,2020-04-11
2020-04-11,Reach_Europe_001,25-34,female,1012,1025,0.02,2,0.01,0.19512195,2020-04-11,2020-04-11
2020-04-11,Reach_Europe_001,25-34,male,3326,3326,0.13,5,0.026,0.15033073,2020-04-11,2020-04-11
2020-04-11,Reach_Europe_001,18-24,female,3848,3914,0.18,3,0.06,0.07664793,2020-04-11,2020-04-11
2020-04-11,Reach_Europe_001,18-24,male,7196,7361,0.36,8,0.045,0.10868089,2020-04-11,2020-04-11
2020-04-11,EU_Conversions_ProductView,25-34,unknown,24,26,0.01,0,,0,2020-04-11,2020-04-11
2020-04-11,EU_Foreign_Conversions_ProductView,25-34,unknown,8,11,0,0,,0,2020-04-11,2020-04-11
2020-04-11,EU_Conversions_ProductView,35-44,male,37,37,0,1,0,2.7027027,2020-04-11,2020-04-11
2020-04-11,EU_Conversions_ProductView,18-24,male,7412,7621,1.69,89,0.01898876,1.16782574,2020-04-11,2020-04-11
2020-04-11,EU_Conversions_ProductView,25-34,male,3844,3844,1.19,58,0.02051724,1.50884495,2020-04-11,2020-04-11
2020-04-11,EU_Conversions_ProductView,18-24,female,1999,1999,0.39,33,0.01181818,1.65082541,2020-04-11,2020-04-11
2020-04-11,EU_Conversions_ProductView,25-34,female,602,602,0.15,11,0.01363636,1.82724252,2020-04-11,2020-04-11
2020-04-11,EU_Conversions_ProductView,35-44,female,0,4,0,0,,0,2020-04-11,2020-04-11
2020-04-11,EU_Conversions_ProductView,18-24,unknown,17,17,0,0,,0,2020-04-11,2020-04-11
2020-04-10,Reach_Europe_001,18-24,female,9454,9454,0.55,4,0.1375,0.04231013,2020-04-10,2020-04-10
2020-04-10,EU_Foreign_Conversions_ProductView,18-24,male,5775,5775,2.02,101,0.02,1.74891775,2020-04-10,2020-04-10
2020-04-10,EU_Foreign_Conversions_ProductView,25-34,male,1996,2005,0.73,46,0.01586957,2.29426434,2020-04-10,2020-04-10
2020-04-10,EU_Foreign_Conversions_ProductView,18-24,female,1695,1695,0.57,43,0.01325581,2.53687316,2020-04-10,2020-04-10
2020-04-10,EU_Foreign_Conversions_ProductView,25-34,female,222,222,0.06,3,0.02,1.35135135,2020-04-10,2020-04-10
2020-04-10,EU_Foreign_Conversions_ProductView,25-34,unknown,12,16,0.01,0,,0,2020-04-10,2020-04-10
2020-04-10,EU_Foreign_Conversions_ProductView,18-24,unknown,12,12,0.03,0,,0,2020-04-10,2020-04-10
2020-04-10,Reach_Europe_001,18-24,unknown,16,35,0,0,,0,2020-04-10,2020-04-10
2020-04-10,Reach_Europe_001,25-34,female,2549,2549,0.16,5,0.032,0.19615536,2020-04-10,2020-04-10
2020-04-10,Reach_Europe_001,25-34,male,7560,7652,0.31,17,0.01823529,0.22216414,2020-04-10,2020-04-10
2020-04-10,Reach_Europe_001,25-34,unknown,8,16,0,0,,0,2020-04-10,2020-04-10
2020-04-10,EU_Conversions_ProductView,25-34,female,484,484,0.08,5,0.016,1.03305785,2020-04-10,2020-04-10
2020-04-10,EU_Conversions_ProductView,35-44,male,57,57,0.04,0,,0,2020-04-10,2020-04-10
2020-04-10,EU_Conversions_ProductView,18-24,male,10357,10357,2.51,117,0.02145299,1.12967075,2020-04-10,2020-04-10
2020-04-10,EU_Conversions_ProductView,25-34,male,4648,4811,1.43,72,0.01986111,1.49657036,2020-04-10,2020-04-10
2020-04-10,EU_Conversions_ProductView,35-44,female,0,6,0,0,,0,2020-04-10,2020-04-10
2020-04-10,EU_Conversions_ProductView,18-24,unknown,13,13,0,0,,0,2020-04-10,2020-04-10
2020-04-10,EU_Conversions_ProductView,25-34,unknown,24,24,0,0,,0,2020-04-10,2020-04-10
2020-04-10,EU_Conversions_ProductView,18-24,female,1452,1563,0.31,10,0.031,0.63979527,2020-04-10,2020-04-10
2020-04-10,Reach_Europe_001,18-24,male,15600,15868,0.82,22,0.03727273,0.13864381,2020-04-10,2020-04-10
2020-04-09,EU_Conversions_ProductView,25-34,female,92,104,0.03,0,,0,2020-04-09,2020-04-09
2020-04-09,EU_Foreign_Conversions_ProductView,18-24,male,6004,6008,2.18,105,0.0207619,1.74766977,2020-04-09,2020-04-09
2020-04-09,EU_Foreign_Conversions_ProductView,25-34,male,1782,1806,0.72,36,0.02,1.99335548,2020-04-09,2020-04-09
2020-04-09,EU_Foreign_Conversions_ProductView,18-24,female,1716,1716,0.45,30,0.015,1.74825175,2020-04-09,2020-04-09
2020-04-09,EU_Foreign_Conversions_ProductView,25-34,female,241,241,0.08,5,0.016,2.0746888,2020-04-09,2020-04-09
2020-04-09,EU_Foreign_Conversions_ProductView,25-34,unknown,13,13,0,0,,0,2020-04-09,2020-04-09
2020-04-09,EU_Conversions_ProductView,25-34,unknown,0,2,0,0,,0,2020-04-09,2020-04-09
2020-04-09,EU_Conversions_ProductView,18-24,unknown,10,13,0,0,,0,2020-04-09,2020-04-09
2020-04-09,EU_Foreign_Conversions_ProductView,18-24,unknown,5,5,0,0,,0,2020-04-09,2020-04-09
2020-04-09,EU_Conversions_ProductView,18-24,female,584,604,0.13,7,0.01857143,1.1589404,2020-04-09,2020-04-09
2020-04-09,EU_Conversions_ProductView,18-24,male,5076,5154,1.36,50,0.0272,0.97012029,2020-04-09,2020-04-09
2020-04-09,EU_Conversions_ProductView,25-34,male,1568,1577,0.49,19,0.02578947,1.20481928,2020-04-09,2020-04-09
2020-04-08,EU_Foreign_Conversions_ProductView,18-24,male,6184,6196,2.04,107,0.01906542,1.72692059,2020-04-08,2020-04-08
2020-04-08,EU_Foreign_Conversions_ProductView,25-34,unknown,11,11,0,0,,0,2020-04-08,2020-04-08
2020-04-08,EU_Foreign_Conversions_ProductView,18-24,unknown,18,18,0,0,,0,2020-04-08,2020-04-08
2020-04-08,EU_Foreign_Conversions_ProductView,25-34,female,256,256,0.06,3,0.02,1.171875,2020-04-08,2020-04-08
2020-04-08,EU_Foreign_Conversions_ProductView,25-34,male,1907,1907,0.66,46,0.01434783,2.41216571,2020-04-08,2020-04-08
2020-04-08,EU_Foreign_Conversions_ProductView,18-24,female,1974,2021,0.66,33,0.02,1.63285502,2020-04-08,2020-04-08
2020-04-08,EU_Conversions_ProductView,18-24,male,4550,4550,1.44,50,0.0288,1.0989011,2020-04-08,2020-04-08
2020-04-08,EU_Conversions_ProductView,25-34,male,1263,1263,0.43,26,0.01653846,2.05859066,2020-04-08,2020-04-08
2020-04-08,EU_Conversions_ProductView,18-24,female,446,446,0.13,4,0.0325,0.89686099,2020-04-08,2020-04-08
2020-04-08,EU_Conversions_ProductView,25-34,female,76,76,0.01,5,0.002,6.57894737,2020-04-08,2020-04-08
2020-04-08,EU_Conversions_ProductView,18-24,unknown,4,4,0,0,,0,2020-04-08,2020-04-08
2020-04-08,EU_Conversions_ProductView,25-34,unknown,2,3,0,0,,0,2020-04-08,2020-04-08
2020-04-07,EU_Conversions_ProductView,25-34,unknown,4,13,0,0,,0,2020-04-07,2020-04-07
2020-04-07,EU_Conversions_ProductView,18-24,unknown,18,18,0.01,0,,0,2020-04-07,2020-04-07
2020-04-07,EU_Conversions_ProductView,25-34,female,424,446,0.1,8,0.0125,1.79372197,2020-04-07,2020-04-07
2020-04-07,EU_Conversions_ProductView,18-24,female,1729,1729,0.28,21,0.01333333,1.2145749,2020-04-07,2020-04-07
2020-04-07,EU_Conversions_ProductView,25-34,male,2768,2768,0.59,35,0.01685714,1.26445087,2020-04-07,2020-04-07
2020-04-07,EU_Conversions_ProductView,18-24,male,7848,7857,2.04,103,0.01980583,1.31093293,2020-04-07,2020-04-07
2020-04-06,EU_Conversions_ProductView,25-34,female,489,489,0.04,9,0.00444444,1.8404908,2020-04-06,2020-04-06
2020-04-06,EU_Foreign_Conversions_ProductView,18-24,male,112,112,0.06,1,0.06,0.89285714,2020-04-06,2020-04-06
2020-04-06,EU_Foreign_Conversions_ProductView,25-34,female,3,3,0,0,,0,2020-04-06,2020-04-06
2020-04-06,EU_Foreign_Conversions_ProductView,18-24,female,24,24,0.01,0,,0,2020-04-06,2020-04-06
2020-04-06,EU_Foreign_Conversions_ProductView,25-34,male,26,26,0,0,,0,2020-04-06,2020-04-06
2020-04-06,EU_Conversions_ProductView,18-24,unknown,15,15,0.01,1,0.01,6.66666667,2020-04-06,2020-04-06
2020-04-06,EU_Conversions_ProductView,18-24,female,1772,1818,0.26,18,0.01444444,0.99009901,2020-04-06,2020-04-06
2020-04-06,EU_Conversions_ProductView,25-34,unknown,0,9,0.01,0,,0,2020-04-06,2020-04-06
2020-04-06,EU_Conversions_ProductView,18-24,male,8184,8292,2.06,109,0.01889908,1.31452002,2020-04-06,2020-04-06
2020-04-06,EU_Conversions_ProductView,25-34,male,3000,3000,0.67,43,0.0155814,1.43333333,2020-04-06,2020-04-06
2020-04-05,EU_Foreign_Conversions_ProductView,18-24,unknown,6,6,0.01,0,,0,2020-04-05,2020-04-05
2020-04-05,EU_Foreign_Conversions_ProductView,18-24,male,3478,3504,1.03,59,0.01745763,1.68378995,2020-04-05,2020-04-05
2020-04-05,EU_Conversions_ProductView,25-34,unknown,20,20,0.01,0,,0,2020-04-05,2020-04-05
2020-04-05,EU_Conversions_ProductView,18-24,unknown,21,21,0,1,0,4.76190476,2020-04-05,2020-04-05
2020-04-05,EU_Conversions_ProductView,25-34,female,520,605,0.21,6,0.035,0.99173554,2020-04-05,2020-04-05
2020-04-05,EU_Conversions_ProductView,18-24,female,2116,2116,0.43,15,0.02866667,0.70888469,2020-04-05,2020-04-05
2020-04-05,EU_Conversions_ProductView,25-34,male,5345,5345,1.31,85,0.01541176,1.59027128,2020-04-05,2020-04-05
2020-04-05,EU_Conversions_ProductView,18-24,male,13529,13529,3.1,133,0.02330827,0.9830734,2020-04-05,2020-04-05
2020-04-05,EU_Foreign_Conversions_ProductView,25-34,unknown,6,6,0,3,0,50,2020-04-05,2020-04-05
2020-04-05,EU_Foreign_Conversions_ProductView,25-34,female,231,231,0.1,9,0.01111111,3.8961039,2020-04-05,2020-04-05
2020-04-05,EU_Foreign_Conversions_ProductView,25-34,male,1179,1179,0.31,24,0.01291667,2.03562341,2020-04-05,2020-04-05
2020-04-05,EU_Foreign_Conversions_ProductView,18-24,female,1938,1938,0.64,47,0.01361702,2.4251806,2020-04-05,2020-04-05
2020-04-04,EU_Foreign_Conversions_ProductView,25-34,male,1030,1030,0.43,22,0.01954545,2.13592233,2020-04-04,2020-04-04
2020-04-04,EU_Foreign_Conversions_ProductView,25-34,female,168,168,0.02,9,0.00222222,5.35714286,2020-04-04,2020-04-04
2020-04-04,EU_Foreign_Conversions_ProductView,25-34,unknown,8,8,0.01,0,,0,2020-04-04,2020-04-04
2020-04-04,EU_Conversions_ProductView,18-24,female,1528,1552,0.3,7,0.04285714,0.45103093,2020-04-04,2020-04-04
2020-04-04,EU_Foreign_Conversions_ProductView,18-24,unknown,6,6,0.01,0,,0,2020-04-04,2020-04-04
2020-04-04,EU_Foreign_Conversions_ProductView,18-24,male,3322,3373,0.94,53,0.01773585,1.57130151,2020-04-04,2020-04-04
2020-04-04,EU_Conversions_ProductView,25-34,female,433,433,0.14,10,0.014,2.30946882,2020-04-04,2020-04-04
2020-04-04,EU_Conversions_ProductView,18-24,unknown,18,18,0,0,,0,2020-04-04,2020-04-04
2020-04-04,EU_Foreign_Conversions_ProductView,18-24,female,1552,1602,0.62,35,0.01771429,2.18476904,2020-04-04,2020-04-04
2020-04-04,EU_Conversions_ProductView,25-34,unknown,16,19,0.01,0,,0,2020-04-04,2020-04-04
2020-04-04,EU_Conversions_ProductView,18-24,male,11724,11870,3.36,145,0.02317241,1.22156698,2020-04-04,2020-04-04
2020-04-04,EU_Conversions_ProductView,25-34,male,4804,4840,1.42,67,0.02119403,1.38429752,2020-04-04,2020-04-04
2020-04-03,EU_Foreign_Conversions_ProductView,25-34,unknown,4,4,0,0,,0,2020-04-03,2020-04-03
2020-04-03,EU_Conversions_ProductView,18-24,male,11129,11129,3.49,143,0.02440559,1.28493126,2020-04-03,2020-04-03
2020-04-03,EU_Conversions_ProductView,25-34,male,3820,3977,1.03,74,0.01391892,1.86069902,2020-04-03,2020-04-03
2020-04-03,EU_Foreign_Conversions_ProductView,18-24,unknown,5,5,0,0,,0,2020-04-03,2020-04-03
2020-04-03,EU_Conversions_ProductView,25-34,female,388,465,0.1,3,0.03333333,0.64516129,2020-04-03,2020-04-03
2020-04-03,EU_Conversions_ProductView,18-24,unknown,12,22,0,1,0,4.54545455,2020-04-03,2020-04-03
2020-04-03,EU_Conversions_ProductView,25-34,unknown,15,15,0.02,0,,0,2020-04-03,2020-04-03
2020-04-03,EU_Conversions_ProductView,18-24,female,1712,1729,0.44,17,0.02588235,0.9832273,2020-04-03,2020-04-03
2020-04-03,EU_Foreign_Conversions_ProductView,18-24,male,3014,3014,1.03,59,0.01745763,1.95753152,2020-04-03,2020-04-03
2020-04-03,EU_Foreign_Conversions_ProductView,25-34,female,128,157,0.02,4,0.005,2.5477707,2020-04-03,2020-04-03
2020-04-03,EU_Foreign_Conversions_ProductView,25-34,male,793,793,0.34,17,0.02,2.14375788,2020-04-03,2020-04-03
2020-04-03,EU_Foreign_Conversions_ProductView,18-24,female,1258,1327,0.63,30,0.021,2.26073851,2020-04-03,2020-04-03
2020-04-02,EU_Foreign_Conversions_ProductView,18-24,female,1350,1384,0.5,29,0.01724138,2.09537572,2020-04-02,2020-04-02
2020-04-02,EU_Conversions_ProductView,18-24,male,12192,12245,3.4,156,0.02179487,1.27398938,2020-04-02,2020-04-02
2020-04-02,EU_Conversions_ProductView,25-34,male,4529,4529,1.18,67,0.01761194,1.47935527,2020-04-02,2020-04-02
2020-04-02,EU_Conversions_ProductView,18-24,female,1888,1908,0.35,13,0.02692308,0.68134172,2020-04-02,2020-04-02
2020-04-02,EU_Conversions_ProductView,25-34,female,492,502,0.12,11,0.01090909,2.19123506,2020-04-02,2020-04-02
2020-04-02,EU_Foreign_Conversions_ProductView,18-24,male,3484,3484,1.1,54,0.02037037,1.54994259,2020-04-02,2020-04-02
2020-04-02,EU_Conversions_ProductView,25-34,unknown,16,16,0,1,0,6.25,2020-04-02,2020-04-02
2020-04-02,EU_Conversions_ProductView,18-24,unknown,20,29,0.01,0,,0,2020-04-02,2020-04-02
2020-04-02,EU_Foreign_Conversions_ProductView,25-34,unknown,7,7,0,1,0,14.28571429,2020-04-02,2020-04-02
2020-04-02,EU_Foreign_Conversions_ProductView,25-34,female,155,155,0.03,3,0.01,1.93548387,2020-04-02,2020-04-02
2020-04-02,EU_Foreign_Conversions_ProductView,25-34,male,855,855,0.36,20,0.018,2.33918129,2020-04-02,2020-04-02
2020-04-02,EU_Foreign_Conversions_ProductView,18-24,unknown,9,9,0,0,,0,2020-04-02,2020-04-02
2020-04-01,EU_Foreign_Conversions_ProductView,25-34,unknown,0,4,0,0,,0,2020-04-01,2020-04-01
2020-04-01,EU_Conversions_ProductView,18-24,male,14989,14989,3.27,157,0.02082803,1.04743479,2020-04-01,2020-04-01
2020-04-01,EU_Conversions_ProductView,25-34,male,5513,5513,1.12,71,0.01577465,1.28786505,2020-04-01,2020-04-01
2020-04-01,EU_Conversions_ProductView,18-24,female,2127,2127,0.46,23,0.02,1.08133521,2020-04-01,2020-04-01
2020-04-01,EU_Conversions_ProductView,25-34,female,520,520,0.09,4,0.0225,0.76923077,2020-04-01,2020-04-01
2020-04-01,EU_Conversions_ProductView,25-34,unknown,0,17,0,0,,0,2020-04-01,2020-04-01
2020-04-01,EU_Conversions_ProductView,18-24,unknown,0,20,0.01,0,,0,2020-04-01,2020-04-01
2020-04-01,EU_Foreign_Conversions_ProductView,18-24,unknown,6,6,0,0,,0,2020-04-01,2020-04-01
2020-04-01,EU_Foreign_Conversions_ProductView,25-34,female,180,180,0.07,4,0.0175,2.22222222,2020-04-01,2020-04-01
2020-04-01,EU_Foreign_Conversions_ProductView,25-34,male,988,988,0.29,14,0.02071429,1.41700405,2020-04-01,2020-04-01
2020-04-01,EU_Foreign_Conversions_ProductView,18-24,female,1502,1589,0.47,36,0.01305556,2.26557583,2020-04-01,2020-04-01
2020-04-01,EU_Foreign_Conversions_ProductView,18-24,male,3750,3750,1.12,71,0.01577465,1.89333333,2020-04-01,2020-04-01
2020-03-31,EU_Foreign_Conversions_ProductView,18-24,unknown,7,7,0,0,,0,2020-03-31,2020-03-31
2020-03-31,EU_Foreign_Conversions_ProductView,25-34,unknown,8,8,0.01,0,,0,2020-03-31,2020-03-31
2020-03-31,EU_Conversions_ProductView,18-24,unknown,23,23,0,1,0,4.34782609,2020-03-31,2020-03-31
2020-03-31,EU_Conversions_ProductView,25-34,unknown,24,32,0.01,0,,0,2020-03-31,2020-03-31
2020-03-31,EU_Conversions_ProductView,25-34,female,584,584,0.08,6,0.01333333,1.02739726,2020-03-31,2020-03-31
2020-03-31,EU_Conversions_ProductView,18-24,female,2136,2285,0.46,11,0.04181818,0.48140044,2020-03-31,2020-03-31
2020-03-31,EU_Foreign_Conversions_ProductView,25-34,female,192,200,0.04,6,0.00666667,3,2020-03-31,2020-03-31
2020-03-31,EU_Conversions_ProductView,18-24,male,15116,15116,3.1,174,0.01781609,1.15109817,2020-03-31,2020-03-31
2020-03-31,EU_Foreign_Conversions_ProductView,25-34,male,909,909,0.3,9,0.03333333,0.99009901,2020-03-31,2020-03-31
2020-03-31,EU_Foreign_Conversions_ProductView,18-24,female,1930,1948,0.64,43,0.01488372,2.2073922,2020-03-31,2020-03-31
2020-03-31,EU_Foreign_Conversions_ProductView,18-24,male,3776,3799,0.98,68,0.01441176,1.78994472,2020-03-31,2020-03-31
2020-03-31,EU_Conversions_ProductView,25-34,male,5744,5756,1.34,67,0.02,1.16400278,2020-03-31,2020-03-31
2020-03-30,EU_Foreign_Conversions_ProductView,18-24,male,2105,2113,0.51,34,0.015,1.60908661,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,65+,unknown,0,1,0,0,,0,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView,18-24,unknown,16,16,0,0,,0,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView,25-34,unknown,23,23,0,0,,0,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView,25-34,female,588,588,0.11,6,0.01833333,1.02040816,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView,18-24,female,1961,1961,0.39,12,0.0325,0.61193269,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView,25-34,male,5737,5737,1.31,79,0.01658228,1.37702632,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView,18-24,male,14187,14187,3.18,182,0.01747253,1.28286459,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,18-24,male,5396,5581,0.94,65,0.01446154,1.16466583,2020-03-30,2020-03-30
2020-03-30,EU_Foreign_Conversions_ProductView,25-34,male,574,575,0.19,6,0.03166667,1.04347826,2020-03-30,2020-03-30
2020-03-30,EU_Foreign_Conversions_ProductView,25-34,female,126,126,0.01,4,0.0025,3.17460317,2020-03-30,2020-03-30
2020-03-30,EU_Foreign_Conversions_ProductView,18-24,unknown,4,4,0,2,0,50,2020-03-30,2020-03-30
2020-03-30,EU_Foreign_Conversions_ProductView,25-34,unknown,3,3,0,0,,0,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,35-44,unknown,0,1,0,0,,0,2020-03-30,2020-03-30
2020-03-30,EU_Foreign_Conversions_ProductView,18-24,female,1148,1153,0.37,19,0.01947368,1.64787511,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,25-34,unknown,11,11,0.01,0,,0,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,25-34,male,2267,2267,0.51,30,0.017,1.3233348,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,35-44,male,101,101,0,1,0,0.99009901,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,45-54,male,56,80,0,1,0,1.25,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,45-54,female,61,61,0.01,1,0.01,1.63934426,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,18-24,unknown,13,13,0,0,,0,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,18-24,female,4844,4930,0.83,63,0.0131746,1.27789047,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,25-34,female,1024,1053,0.23,13,0.01769231,1.2345679,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,65+,male,40,40,0.02,0,,0,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,35-44,female,12,28,0.01,1,0.01,3.57142857,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,55-64,male,20,22,0,0,,0,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,55-64,female,21,21,0,0,,0,2020-03-30,2020-03-30
2020-03-30,EU_Conversions_ProductView_Artofdimension_WBvBP,65+,female,4,14,0,0,,0,2020-03-30,2020-03-30
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,65+,female,19,19,0,0,,0,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,18-24,unknown,15,15,0,1,0,6.66666667,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,25-34,unknown,8,12,0,0,,0,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,65+,unknown,4,4,0,0,,0,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,55-64,male,28,30,0,0,,0,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,55-64,female,16,18,0,0,,0,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView,18-24,unknown,13,13,0,0,,0,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView,25-34,unknown,0,18,0,2,0,11.11111111,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView,25-34,female,544,557,0.11,5,0.022,0.89766607,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView,18-24,female,1803,1803,0.34,14,0.02428571,0.77648364,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView,25-34,male,5816,5822,1.2,85,0.01411765,1.45997939,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,35-44,unknown,1,1,0,0,,0,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView,18-24,male,13936,14899,3.04,179,0.01698324,1.20142291,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,65+,male,32,37,0,0,,0,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,35-44,female,34,34,0,3,0,8.82352941,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,25-34,female,1016,1063,0.17,15,0.01133333,1.41110066,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,45-54,female,60,74,0,2,0,2.7027027,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,35-44,male,92,92,0.05,1,0.05,1.08695652,2020-03-29,2020-03-29
2020-03-29,EU_Conversions_ProductView_Artofdimension_WBvBP,25-34,male,2448,2448,0.47,42,0.01119048,1.71568627,2020-03-29,2020-03-29
