Día,"Nombre de la campaña",Alcance,Impresiones,"Importe gastado (EUR)","Clics (todos)","CPC (todos)","CTR (todos)","Inicio del informe","Fin del informe"
2020-12-31,"EU_Traffic_Mid Funnel_OD",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions,66832,67167,40.75,559,0.07289803,0.83225393,2020-12-31,2020-12-31
2020-12-31,EU_Foreign_Conversions_AddtoCart_Catalogue_002,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"Publicación de Instagram: GULLWING T-SHIRT |...",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,BE_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Artofdimension_01,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,OD_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EURU_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,Catalog_EU_ViewContent_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Cappiello_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Citrus_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_CBO_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,ES_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Kirrin_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"Publicación de Instagram: BAGOUVE ™ organic...",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,Test_Imagination,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,ESvEU_Conversions_ProductView_Cupid,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Foreign_Conversions_VC_Kandinsky,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ViewContent,18060,18085,11.16,160,0.06975,0.88471109,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_Airmadrid_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_CBO_ProductView_Single,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,NorthEU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_VC_Kandinsky_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_CBO,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Languages,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"Publicación de Instagram: All our pieces come...",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_VC_Carousel_Mix,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_Test_Audience,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_Purchase_Mix_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,Test_EU_Conversions_ViewContent_Europe_MonaLisa,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,ES_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Carousel_MonaLisa_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_MonaLisa_Mix,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_NapoleonTest,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"PARIS JORGE V1",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Dynamic,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_SS20Mix_002,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Kirrin_003,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Mix_003,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ViewContent_MonaLisa_003,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Airmadrid_002,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Foreign_Conversions_ViewContent_Tobias_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"BAGOUVE X JORGE PIÑUELA V5",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_SS20Mix_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Foreign_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Artofdimension_WBvBP,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_NapoleonMix,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_Purchase_Kandinsky_003,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"BAGOUVE X JORGEPIÑUELA",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Kandinsky_002,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,ES_Conversions_ProductView_2,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_MonaLisa_002,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"BAGOUVE X JORGE PIÑUELA V4",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"BAGOUVE X JORGE PIÑUELA V3",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_CostCap,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Citrus_002,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"BAGOUVE X JORGEPIÑELA V2",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Foreign_Conversions_Kandinsky_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,Reach_Europe_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Medusa_001,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Audience_1v10,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"VOYAGE V1",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"Publicación de Instagram: BAGOUVE™ X RICARDO...",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Hoodie,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_Test_Creative_MonaLisa,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,Conversions,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,NorthEU_Conversions_ProductView_Kirrin_004,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_CreativeTest_Audience,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_FormulaOne,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,MAD_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"EU_Reach_Upper Funnel_OD",53328,54280,5.08,10,0.508,0.01842299,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Hoodie_02,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"VOYAGE V2 (RELEASE)",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Kirrin_002,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Voyage,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_Kirrin,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,EU_Conversions_ProductView_MonaLisa,0,0,0,0,,,2020-12-31,2020-12-31
2020-12-31,"Voyage Reach",0,0,0,0,,,2020-12-31,2020-12-31
2020-12-30,"BAGOUVE X JORGE PIÑUELA V5",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Kirrin_003,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_Test_Creative_MonaLisa,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_MonaLisa_Mix,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"VOYAGE V1",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Dynamic,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ViewContent_MonaLisa_003,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"BAGOUVE X JORGE PIÑUELA V3",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"VOYAGE V2 (RELEASE)",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Voyage,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_Purchase_Mix_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_CreativeTest_Audience,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_SS20Mix_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,Conversions,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Cappiello_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,NorthEU_Conversions_ProductView_Kirrin_004,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ViewContent,29880,30042,20.34,292,0.06965753,0.97197257,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Hoodie_02,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_Test_Audience,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Foreign_Conversions_Kandinsky_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,NorthEU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Kirrin_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_CBO_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Citrus_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_MonaLisa,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Citrus_002,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Foreign_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EURU_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"Publicación de Instagram: GULLWING T-SHIRT |...",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,Reach_Europe_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_VC_Kandinsky_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,OD_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Kandinsky_002,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Languages,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"Voyage Reach",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_NapoleonMix,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"Publicación de Instagram: BAGOUVE™ X RICARDO...",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Foreign_Conversions_VC_Kandinsky,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,Test_EU_Conversions_ViewContent_Europe_MonaLisa,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Medusa_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Audience_1v10,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Artofdimension_WBvBP,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,Test_Imagination,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Carousel_MonaLisa_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Hoodie,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"BAGOUVE X JORGEPIÑELA V2",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,ES_Conversions_ProductView_2,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_SS20Mix_002,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"BAGOUVE X JORGE PIÑUELA V4",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_CBO,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,BE_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Airmadrid_002,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,Catalog_EU_ViewContent_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Kirrin_002,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Artofdimension_01,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Foreign_Conversions_AddtoCart_Catalogue_002,2928,3039,5.08,20,0.254,0.65811122,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,MAD_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_FormulaOne,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions,58608,59657,38.06,533,0.07140713,0.89344084,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_Purchase_Kandinsky_003,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,ES_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_CBO_ProductView_Single,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,ESvEU_Conversions_ProductView_Cupid,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"PARIS JORGE V1",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_Airmadrid_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_NapoleonTest,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Mix_003,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_VC_Carousel_Mix,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_Kirrin,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Foreign_Conversions_ViewContent_Tobias_001,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"EU_Traffic_Mid Funnel_OD",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_MonaLisa_002,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,EU_Conversions_ProductView_CostCap,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"Publicación de Instagram: BAGOUVE ™ organic...",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"EU_Reach_Upper Funnel_OD",67894,67894,9.61,23,0.41782609,0.03387634,2020-12-30,2020-12-30
2020-12-30,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"Publicación de Instagram: All our pieces come...",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,"BAGOUVE X JORGEPIÑUELA",0,0,0,0,,,2020-12-30,2020-12-30
2020-12-30,ES_Conversions_ProductView,0,0,0,0,,,2020-12-30,2020-12-30
2020-12-29,EU_Conversions_ProductView_CreativeTest_Audience,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ViewContent,30472,31037,20.69,296,0.06989865,0.95370042,2020-12-29,2020-12-29
2020-12-29,NorthEU_Conversions_ProductView_Kirrin_004,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Kandinsky_002,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,Test_EU_Conversions_ViewContent_Europe_MonaLisa,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_Purchase_Kandinsky_003,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Voyage,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Kirrin,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Citrus_002,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"Publicación de Instagram: All our pieces come...",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,ESvEU_Conversions_ProductView_Cupid,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_CBO_ProductView_Single,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Kirrin_002,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_MonaLisa_002,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_FormulaOne,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"VOYAGE V2 (RELEASE)",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,Reach_Europe_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"Publicación de Instagram: BAGOUVE™ X RICARDO...",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Hoodie,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,Conversions,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Medusa_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"Voyage Reach",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"VOYAGE V1",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_CostCap,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_VC_Kandinsky_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"BAGOUVE X JORGEPIÑELA V2",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Hoodie_02,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_CreativeTest,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"EU_Traffic_Mid Funnel_OD",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"BAGOUVE X JORGE PIÑUELA V3",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,ES_Conversions_ProductView_2,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_MonaLisa,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"BAGOUVE X JORGE PIÑUELA V4",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,MAD_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_Test_Creative_MonaLisa,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Foreign_Conversions_Kandinsky_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Audience_1v10,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"BAGOUVE X JORGEPIÑUELA",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Foreign_Conversions_VC_Kandinsky,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"Publicación de Instagram: BAGOUVE ™ organic...",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Carousel_MonaLisa_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_NapoleonMix,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,Test_Imagination,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Artofdimension_WBvBP,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Foreign_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"PARIS JORGE V1",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_SS20Mix_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"BAGOUVE X JORGE PIÑUELA V5",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Airmadrid_002,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Kirrin_003,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Mix_003,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Dynamic,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Languages,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"EU_Reach_Upper Funnel_OD",84160,84815,9.99,26,0.38423077,0.03065495,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ViewContent_MonaLisa_003,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_MonaLisa_Mix,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_VC_Carousel_Mix,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,ES_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_NapoleonTest,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"Publicación de Instagram: BAGOUVE X JORGE PIÑUELA...",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Foreign_Conversions_ViewContent_Tobias_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_Purchase_Mix_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_Test_Audience,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_Airmadrid_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Kandinsky_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_CBO,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,"Publicación de Instagram: GULLWING T-SHIRT |...",0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,ES_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Kirrin_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_CBO_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions,59072,59458,39.88,635,0.06280315,1.06798076,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Citrus_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Cappiello_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,Catalog_EU_ViewContent_001,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Foreign_Conversions_AddtoCart_Catalogue_002,2073,2184,4.94,26,0.19,1.19047619,2020-12-29,2020-12-29
2020-12-29,EURU_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_Artofdimension_01,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,NorthEU_Conversions_ProductView_Kirrin_005,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,BE_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,OD_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView_SS20Mix_002,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-29,EU_Conversions_ProductView,0,0,0,0,,,2020-12-29,2020-12-29
2020-12-28,EU_Conversions_ProductView_Citrus_001,0,0,0,0,,,2020-12-28,2020-12-28
2020-12-28,ES_Conversions_ProductView,0,0,0,0,,,2020-12-28,2020-12-28
2020-12-28,EU_Conversions_ProductView,0,0,0,0,,,2020-12-28,2020-12-28
